fecha,codigo_producto,unidades_vendidas,monto_total,num_facturas
2024-11-25,17706,3.0,224.0,2
2024-11-25,20002,1.0,34.71,1
2024-11-25,26100,4.0,26.73,1
2024-11-25,44052,1.0,46.16,1
2024-11-25,44071,2.0,51.94,2
2024-11-25,44072,1.0,43.73,1
2024-11-25,4616,23.0,628.95,5
2024-11-25,4620,22.0,357.46,5
2024-11-25,8203,2.0,51.36,2
2024-11-25,8205,1.0,24.33,1
2024-11-25,8206,2.0,48.66,1
2024-11-25,8210,1.0,27.64,1
2024-11-26,12138,1.0,72.0,1
2024-11-26,17222,2.0,135.58,2
2024-11-26,17322,1.0,69.42,1
2024-11-26,17504,1.0,52.84,1
2024-11-26,17507,1.0,50.11,1
2024-11-26,17706,1.0,80.0,1
2024-11-26,20002,1.0,38.57,1
2024-11-26,44052,1.0,46.16,1
2024-11-26,44071,1.0,27.34,1
2024-11-26,4616,2.0,57.7,1
2024-11-26,4620,3.0,50.11,2
2024-11-26,8205,1.0,27.03,1
2024-11-26,8206,1.0,27.03,1
2024-11-26,8210,1.0,27.64,1
2024-11-27,12136,1.0,55.76,1
2024-11-27,12138,1.0,64.8,1
2024-11-27,14218,1.0,56.94,1
2024-11-27,15034,1.0,56.12,1
2024-11-27,17114,1.0,63.41,1
2024-11-27,17504,1.0,47.56,1
2024-11-27,17706,2.0,152.0,2
2024-11-27,20002,1.0,34.71,1
2024-11-27,4616,3.0,77.89,1
2024-11-27,8202,1.0,24.33,1
2024-11-28,18121,1.0,51.93,1
2024-11-29,12138,1.0,72.0,1
2024-11-29,17222,1.0,67.79,1
2024-11-29,17504,1.0,52.84,1
2024-11-29,17507,2.0,95.21000000000001,2
2024-11-29,17700,1.0,72.88,1
2024-11-29,17704,1.0,74.1,1
2024-11-29,17706,1.0,80.0,1
2024-11-29,20002,2.0,77.14,2
2024-11-29,26101,3.0,13.66,1
2024-11-29,26121,3.0,13.66,1
2024-11-29,44022,1.0,70.47,1
2024-11-29,44071,1.0,27.34,1
2024-11-29,4616,4.0,115.4,3
2024-11-29,4620,5.0,83.52,3
2024-11-29,6153,1.0,38.27,1
2024-11-29,8205,2.0,54.06,2
2024-11-29,8206,2.0,54.06,2
2024-12-02,12136,1.0,55.76,1
2024-12-02,17114,1.0,63.41,1
2024-12-02,17504,1.0,52.84,1
2024-12-02,17507,3.0,140.3,2
2024-12-02,18101,1.0,70.51,1
2024-12-02,20002,2.0,77.14,1
2024-12-02,8210,1.0,24.88,1
2024-12-03,12130,1.0,55.76,1
2024-12-03,12134,1.0,55.76,1
2024-12-03,12136,2.0,117.72,2
2024-12-03,12138,1.0,72.0,1
2024-12-03,13014,1.0,29.52,1
2024-12-03,17222,1.0,67.79,1
2024-12-03,17400,1.0,75.42,1
2024-12-03,17504,2.0,100.4,2
2024-12-03,17507,2.0,95.21000000000001,2
2024-12-03,17706,1.0,80.0,1
2024-12-03,44022,1.0,70.47,1
2024-12-03,44071,2.0,51.94,2
2024-12-03,44072,1.0,39.36,1
2024-12-03,45207,1.0,39.79,1
2024-12-03,4616,6.0,167.33,3
2024-12-03,4620,5.0,83.51,2
2024-12-03,8202,1.0,27.03,1
2024-12-03,8205,2.0,54.06,2
2024-12-03,8206,2.0,54.06,2
2024-12-03,8210,5.0,138.18,2
2024-12-03,8212,1.0,18.31,1
2024-12-03,8213,2.0,36.63,1
2024-12-03,8215,2.0,36.63,1
2024-12-03,8216,3.0,56.97,2
2024-12-03,8222,2.0,94.63,2
2024-12-04,10757,1.0,54.66,1
2024-12-04,12136,1.0,61.96,1
2024-12-04,12138,1.0,72.0,1
2024-12-04,17507,1.0,50.11,1
2024-12-04,20002,1.0,38.57,1
2024-12-04,4616,2.0,57.7,1
2024-12-05,12136,1.0,61.96,1
2024-12-05,17504,1.0,52.84,1
2024-12-05,17507,1.0,50.11,1
2024-12-05,44022,1.0,70.47,1
2024-12-05,4620,6.0,100.22,2
2024-12-05,8202,2.0,54.05,1
2024-12-05,8210,1.0,27.64,1
2024-12-06,17400,1.0,83.8,1
2024-12-06,44071,1.0,27.34,1
2024-12-06,44072,1.0,43.73,1
2024-12-06,4616,2.0,57.7,2
2024-12-06,8205,1.0,27.03,1
2024-12-09,12138,1.0,72.0,1
2024-12-09,15034,1.0,56.12,1
2024-12-09,17504,2.0,105.68,1
2024-12-09,17507,1.0,50.11,1
2024-12-09,18100,4.0,68.7,1
2024-12-09,20002,2.0,77.14,1
2024-12-09,8215,5.0,101.73,1
2024-12-10,12138,1.0,72.0,1
2024-12-10,17222,1.0,67.79,1
2024-12-10,17322,1.0,69.42,1
2024-12-10,17400,1.0,83.8,1
2024-12-11,12136,1.0,61.96,1
2024-12-11,17322,1.0,69.42,1
2024-12-11,17504,1.0,52.84,1
2024-12-11,17508,1.0,52.84,1
2024-12-11,20002,1.0,38.57,1
2024-12-11,44071,1.0,27.34,1
2024-12-11,4616,1.0,28.85,1
2024-12-11,4620,1.0,16.7,1
2024-12-11,8205,1.0,27.03,1
2024-12-11,8210,1.0,27.64,1
2024-12-11,8213,1.0,20.34,1
2024-12-11,8215,1.0,20.34,1
2024-12-12,12100,2.0,38.88,1
2024-12-12,15030,2.0,138.48,2
2024-12-12,17222,2.0,135.57,1
2024-12-12,17322,1.0,69.42,1
2024-12-12,20002,4.0,150.42000000000002,3
2024-12-12,4616,3.0,86.55,1
2024-12-12,6307,2.0,107.5,1
2024-12-12,8202,3.0,78.39,3
2024-12-12,8206,1.0,27.03,1
2024-12-13,4616,3.0,86.55,1
2024-12-16,12121,1.0,29.76,1
2024-12-16,12136,1.0,61.96,1
2024-12-16,12138,1.0,72.0,1
2024-12-16,13016,1.0,32.8,1
2024-12-16,17222,1.0,67.79,1
2024-12-16,17322,1.0,69.42,1
2024-12-16,17400,1.0,83.8,1
2024-12-16,17504,1.0,52.84,1
2024-12-16,18121,1.0,57.7,1
2024-12-16,8207,1.0,27.03,1
2024-12-17,12136,1.0,61.96,1
2024-12-17,12138,2.0,144.0,2
2024-12-17,17322,1.0,69.42,1
2024-12-17,17400,1.0,83.8,1
2024-12-17,17501,1.0,53.75,1
2024-12-17,17504,1.0,52.84,1
2024-12-17,17507,1.0,50.11,1
2024-12-17,17700,1.0,72.88,1
2024-12-17,17706,1.0,80.0,1
2024-12-17,20002,4.0,154.28,2
2024-12-17,44033,1.0,64.99,1
2024-12-17,4616,1.0,28.85,1
2024-12-17,4700,1.0,44.34,1
2024-12-17,8210,1.0,27.64,1
2024-12-18,12130,1.0,61.96,1
2024-12-18,17400,1.0,83.8,1
2024-12-18,17504,1.0,52.84,1
2024-12-18,7162,1.0,40.4,1
2024-12-19,12136,1.0,55.76,1
2024-12-19,12138,1.0,64.8,1
2024-12-19,17507,1.0,45.1,1
2024-12-19,45003,1.0,40.18,1
2024-12-23,12130,1.0,61.96,1
2024-12-23,12136,2.0,123.92,2
2024-12-23,17222,1.0,67.79,1
2024-12-23,17322,1.0,69.42,1
2024-12-23,17504,1.0,52.84,1
2024-12-23,20002,4.0,154.27,1
2024-12-23,4500,2.0,69.24,1
2024-12-23,4616,6.0,173.11,2
2024-12-23,8206,1.0,27.03,1
2024-12-23,8207,1.0,27.03,1
2024-12-23,8210,3.0,82.91,1
2024-12-23,9302,2.0,59.52,1
2024-12-24,4502,1.0,46.47,1
2024-12-27,20002,3.0,115.71,1
2024-12-30,12134,1.0,61.96,1
2024-12-30,12136,1.0,61.96,1
2024-12-30,15034,1.0,56.12,1
2024-12-30,17400,2.0,167.6,2
2024-12-30,17507,2.0,100.22,2
2024-12-30,26100,2.0,13.36,1
2024-12-30,44022,1.0,70.47,1
2024-12-30,7160,1.0,40.4,1
2024-12-30,8212,1.0,20.34,1
2024-12-30,8213,1.0,20.34,1
2024-12-30,8215,1.0,20.34,1
2025-01-02,12130,1.0,61.96,1
2025-01-02,12134,1.0,61.96,1
2025-01-02,12136,1.0,61.96,1
2025-01-02,17222,1.0,67.79,1
2025-01-02,17322,1.0,69.42,1
2025-01-02,17501,3.0,161.25,2
2025-01-02,17504,1.0,52.84,1
2025-01-02,17507,1.0,50.11,1
2025-01-02,17700,1.0,72.88,1
2025-01-02,20002,2.0,77.14,1
2025-01-02,26005,4.0,16.4,1
2025-01-02,44022,1.0,70.47,1
2025-01-02,44071,1.0,27.34,1
2025-01-02,4616,2.0,57.7,2
2025-01-02,4620,1.0,16.7,1
2025-01-03,14218,1.0,56.94,1
2025-01-03,17222,2.0,135.57,1
2025-01-03,17504,2.0,105.68,1
2025-01-03,20002,1.0,38.57,1
2025-01-03,4616,6.0,173.11,1
2025-01-03,8205,1.0,27.03,1
2025-01-03,8212,1.0,20.34,1
2025-01-03,8213,1.0,20.34,1
2025-01-03,8215,1.0,20.34,1
2025-01-03,8216,1.0,20.34,1
2025-01-06,12134,1.0,61.96,1
2025-01-06,12136,4.0,247.82,3
2025-01-06,12138,1.0,72.0,1
2025-01-06,15030,2.0,138.48,2
2025-01-06,15034,1.0,56.12,1
2025-01-06,17114,2.0,133.87,2
2025-01-06,17322,1.0,69.42,1
2025-01-06,17400,2.0,167.6,2
2025-01-06,17501,1.0,48.38,1
2025-01-06,17504,3.0,153.24,3
2025-01-06,17507,1.0,50.11,1
2025-01-06,17508,1.0,47.56,1
2025-01-06,17706,1.0,72.0,1
2025-01-06,2721,2.0,78.47,2
2025-01-06,44022,1.0,70.47,1
2025-01-06,4616,9.0,236.57999999999998,2
2025-01-06,8202,1.0,27.03,1
2025-01-06,8203,2.0,54.05,1
2025-01-06,8205,3.0,81.08,2
2025-01-06,8212,1.0,18.31,1
2025-01-06,8213,1.0,18.31,1
2025-01-06,8215,1.0,18.31,1
2025-01-06,8216,1.0,18.31,1
2025-01-06,8217,2.0,38.65,2
2025-01-06,8222,1.0,49.81,1
2025-01-07,12100,2.0,38.88,1
2025-01-07,12130,2.0,117.72,2
2025-01-07,12134,1.0,61.96,1
2025-01-07,12136,1.0,55.76,1
2025-01-07,12138,2.0,136.8,2
2025-01-07,15030,1.0,72.88,1
2025-01-07,15034,1.0,56.12,1
2025-01-07,17322,1.0,62.48,1
2025-01-07,17501,1.0,48.38,1
2025-01-07,17504,1.0,52.84,1
2025-01-07,17704,1.0,66.69,1
2025-01-07,26004,2.0,8.2,1
2025-01-07,26005,1.0,4.1,1
2025-01-07,26006,1.0,4.1,1
2025-01-07,26009,1.0,4.1,1
2025-01-07,26101,2.0,9.12,1
2025-01-07,26117,3.0,13.66,1
2025-01-07,26121,1.0,4.56,1
2025-01-07,26123,3.0,13.66,1
2025-01-07,26127,1.0,4.56,1
2025-01-07,26141,2.0,9.12,1
2025-01-07,44071,1.0,27.34,1
2025-01-07,45003,1.0,44.64,1
2025-01-07,45203,1.0,33.35,1
2025-01-07,8202,2.0,54.05,1
2025-01-07,8205,1.0,27.03,1
2025-01-07,8210,1.0,27.64,1
2025-01-07,8212,2.0,40.7,1
2025-01-07,8215,1.0,18.31,1
2025-01-07,8225,1.0,51.45,1
2025-01-08,10755,1.0,46.46,1
2025-01-08,10757,1.0,46.46,1
2025-01-08,14218,2.0,113.88,1
2025-01-08,15030,1.0,72.88,1
2025-01-08,15034,1.0,56.12,1
2025-01-08,17222,1.0,67.79,1
2025-01-08,20002,2.0,77.14,1
2025-01-08,2621,1.0,52.39,1
2025-01-08,2721,1.0,41.3,1
2025-01-08,44022,1.0,70.47,1
2025-01-08,4616,2.0,57.7,1
2025-01-08,8202,1.0,27.03,1
2025-01-08,8205,1.0,27.03,1
2025-01-08,8206,2.0,54.06,2
2025-01-08,8207,2.0,54.05,1
2025-01-09,12130,1.0,61.96,1
2025-01-09,12138,1.0,72.0,1
2025-01-09,17400,1.0,83.8,1
2025-01-09,17507,1.0,40.09,1
2025-01-09,26001,1.0,4.1,1
2025-01-09,26006,1.0,4.1,1
2025-01-09,26009,2.0,8.2,1
2025-01-09,4616,1.0,28.85,1
2025-01-09,4620,1.0,16.7,1
2025-01-09,8225,1.0,51.45,1
2025-01-10,12100,2.0,38.86,2
2025-01-10,12121,1.0,29.76,1
2025-01-10,12130,1.0,61.96,1
2025-01-10,12136,1.0,55.76,1
2025-01-10,12138,2.0,136.8,2
2025-01-10,14218,1.0,51.25,1
2025-01-10,17222,1.0,61.01,1
2025-01-10,17400,2.0,167.6,2
2025-01-10,17501,1.0,53.75,1
2025-01-10,17507,1.0,40.09,1
2025-01-10,18101,2.0,148.86,2
2025-01-10,20002,2.0,77.14,1
2025-01-10,26093,3.0,21.0,1
2025-01-10,2721,1.0,41.3,1
2025-01-10,4616,1.0,28.85,1
2025-01-10,4620,1.0,16.7,1
2025-01-10,8203,1.0,27.03,1
2025-01-10,8205,3.0,81.08,2
2025-01-10,8206,1.0,27.03,1
2025-01-10,8215,1.0,18.31,1
2025-01-10,8216,1.0,18.31,1
2025-01-13,12100,1.0,19.43,1
2025-01-13,12130,1.0,61.96,1
2025-01-13,12136,6.0,371.74,4
2025-01-13,12138,1.0,72.0,1
2025-01-13,13016,1.0,32.8,1
2025-01-13,17222,1.0,67.79,1
2025-01-13,17322,1.0,69.42,1
2025-01-13,17400,1.0,83.8,1
2025-01-13,17501,1.0,53.75,1
2025-01-13,17504,2.0,105.68,2
2025-01-13,17507,2.0,80.18,2
2025-01-13,18101,1.0,78.35,1
2025-01-13,18121,2.0,115.41,1
2025-01-13,26001,6.0,24.6,1
2025-01-13,26101,6.0,27.34,1
2025-01-13,44022,1.0,82.91,1
2025-01-13,4616,2.0,57.7,2
2025-01-13,4620,4.0,66.81,2
2025-01-13,8202,2.0,54.06,2
2025-01-13,8203,1.0,27.03,1
2025-01-13,8205,2.0,54.06,2
2025-01-14,15030,1.0,72.88,1
2025-01-14,15034,1.0,56.12,1
2025-01-14,17323,1.0,57.82,1
2025-01-14,17504,2.0,105.68,2
2025-01-14,17507,1.0,40.09,1
2025-01-14,26009,3.0,12.3,1
2025-01-14,26123,3.0,13.66,1
2025-01-14,2721,1.0,41.3,1
2025-01-14,44072,1.0,43.73,1
2025-01-14,45005,1.0,37.42,1
2025-01-14,4616,2.0,57.7,1
2025-01-14,4620,10.0,158.68,4
2025-01-14,8205,1.0,24.33,1
2025-01-14,8215,1.0,18.31,1
2025-01-14,8222,1.0,49.81,1
2025-01-15,12130,1.0,61.96,1
2025-01-15,12136,2.0,123.92,2
2025-01-15,12138,1.0,72.0,1
2025-01-15,15034,1.0,56.12,1
2025-01-15,17323,4.0,231.29000000000002,3
2025-01-15,17507,1.0,40.09,1
2025-01-15,17508,2.0,84.55,1
2025-01-15,26009,4.0,16.4,1
2025-01-15,26101,4.0,18.22,1
2025-01-15,8205,1.0,27.03,1
2025-01-16,12100,1.0,17.5,1
2025-01-16,12134,1.0,61.96,1
2025-01-16,12136,1.0,61.96,1
2025-01-16,12138,2.0,136.8,2
2025-01-16,17323,1.0,57.82,1
2025-01-16,17504,1.0,52.84,1
2025-01-16,17507,4.0,160.36,3
2025-01-16,17508,2.0,84.54,2
2025-01-16,17700,1.0,72.88,1
2025-01-16,17704,1.0,59.28,1
2025-01-16,20002,1.0,34.71,1
2025-01-16,44022,2.0,132.66,2
2025-01-16,8202,1.0,24.33,1
2025-01-16,8205,2.0,51.36,2
2025-01-16,8207,1.0,27.03,1
2025-01-16,8213,1.0,20.34,1
2025-01-16,8215,3.0,61.040000000000006,2
2025-01-16,8222,1.0,49.81,1
2025-01-17,12136,1.0,61.96,1
2025-01-17,15032,1.0,59.04,1
2025-01-17,15034,1.0,56.12,1
2025-01-17,17323,2.0,115.64,2
2025-01-17,17400,2.0,134.08,2
2025-01-17,17507,1.0,40.09,1
2025-01-17,17508,1.0,42.27,1
2025-01-17,17704,1.0,59.28,1
2025-01-17,20002,2.0,77.14,1
2025-01-17,2621,1.0,41.91,1
2025-01-17,44022,1.0,66.33,1
2025-01-20,12130,2.0,123.92,2
2025-01-20,12134,3.0,179.68,3
2025-01-20,12136,3.0,185.86,2
2025-01-20,12138,2.0,144.0,2
2025-01-20,15032,1.0,59.04,1
2025-01-20,15034,1.0,56.12,1
2025-01-20,17222,1.0,67.79,1
2025-01-20,17322,2.0,138.84,2
2025-01-20,17501,3.0,161.25,2
2025-01-20,17507,2.0,80.18,1
2025-01-20,17508,1.0,42.27,1
2025-01-20,18101,1.0,70.51,1
2025-01-20,44022,2.0,132.66,1
2025-01-20,44071,4.0,87.47,2
2025-01-20,44072,5.0,218.66,2
2025-01-20,4500,1.0,34.62,1
2025-01-20,4502,2.0,88.28,2
2025-01-20,4620,4.0,66.81,3
2025-01-20,8154,1.0,16.12,1
2025-01-20,8203,1.0,27.03,1
2025-01-20,8205,1.0,27.03,1
2025-01-20,8206,1.0,27.03,1
2025-01-20,8222,1.0,49.81,1
2025-01-21,12130,1.0,61.96,1
2025-01-21,12136,1.0,61.96,1
2025-01-21,14218,1.0,56.94,1
2025-01-21,15030,1.0,72.88,1
2025-01-21,17322,1.0,69.42,1
2025-01-21,17323,1.0,57.82,1
2025-01-21,17400,1.0,67.04,1
2025-01-21,17501,1.0,53.75,1
2025-01-21,17507,1.0,40.09,1
2025-01-21,17508,1.0,42.27,1
2025-01-21,17704,1.0,59.28,1
2025-01-21,2621,2.0,83.82,1
2025-01-21,44022,2.0,132.66,2
2025-01-21,44052,1.0,46.16,1
2025-01-21,4620,2.0,33.41,1
2025-01-21,8123,1.0,26.43,1
2025-01-21,8205,1.0,27.03,1
2025-01-21,8215,4.0,81.39,1
2025-01-23,12136,1.0,55.76,1
2025-01-23,12138,1.0,72.0,1
2025-01-23,17323,1.0,57.82,1
2025-01-23,17507,1.0,40.09,1
2025-01-23,17508,1.0,42.27,1
2025-01-23,18101,1.0,70.51,1
2025-01-23,20002,1.0,34.71,1
2025-01-23,44052,3.0,124.64,1
2025-01-23,4620,3.0,50.099999999999994,3
2025-01-23,4700,1.0,44.34,1
2025-01-23,8205,1.0,27.03,1
2025-01-23,8207,1.0,27.03,1
2025-01-23,8216,1.0,20.34,1
2025-01-23,8217,1.0,20.34,1
2025-01-27,12136,2.0,123.92,2
2025-01-27,15032,1.0,59.04,1
2025-01-27,17507,1.0,40.09,1
2025-01-27,17508,1.0,42.27,1
2025-01-27,44022,2.0,132.66,2
2025-01-27,4620,2.0,33.41,1
2025-01-27,8202,1.0,27.03,1
2025-01-27,8205,1.0,27.03,1
2025-01-27,8217,1.0,20.34,1
2025-01-28,17222,1.0,67.79,1
2025-01-28,17507,1.0,40.09,1
2025-01-28,4500,1.0,34.62,1
2025-01-28,45207,2.0,63.65,1
2025-01-28,4620,5.0,83.51,2
2025-01-28,4700,1.0,44.34,1
2025-01-28,8202,1.0,27.03,1
2025-01-28,8203,1.0,27.03,1
2025-01-28,8205,2.0,54.06,2
2025-01-28,8206,1.0,27.03,1
2025-01-28,8212,1.0,20.34,1
2025-01-28,8213,1.0,20.34,1
2025-01-28,8215,2.0,40.7,1
2025-01-28,8216,1.0,20.34,1
2025-01-28,8217,1.0,20.34,1
2025-01-29,12130,1.0,55.76,1
2025-01-29,12136,1.0,61.96,1
2025-01-29,12138,1.0,64.8,1
2025-01-29,17222,1.0,67.79,1
2025-01-29,17400,1.0,67.04,1
2025-01-29,17508,1.0,42.27,1
2025-01-29,18121,1.0,51.93,1
2025-01-29,44022,2.0,132.66,2
2025-01-29,44071,1.0,21.87,1
2025-01-29,45225,2.0,83.58,1
2025-01-30,4620,4.0,66.81,1
2025-01-30,8205,1.0,27.03,1
2025-01-30,8206,2.0,54.05,1
2025-01-31,17400,2.0,134.08,1
2025-01-31,26001,4.0,16.4,1
2025-01-31,26101,2.0,9.12,1
2025-02-03,12100,1.0,19.43,1
2025-02-03,12134,1.0,61.96,1
2025-02-03,12138,2.0,144.0,1
2025-02-03,17322,1.0,69.42,1
2025-02-03,17400,1.0,67.04,1
2025-02-03,45207,1.0,31.82,1
2025-02-03,4700,1.0,44.34,1
2025-02-03,8206,1.0,27.03,1
2025-02-04,12136,1.0,61.96,1
2025-02-04,12138,1.0,72.0,1
2025-02-04,13016,1.0,32.8,1
2025-02-04,17323,2.0,115.65,1
2025-02-04,17400,2.0,134.08,2
2025-02-04,17501,1.0,53.75,1
2025-02-04,17507,4.0,160.36,2
2025-02-04,17508,2.0,105.68,2
2025-02-04,44022,1.0,66.33,1
2025-02-04,4500,2.0,69.24,2
2025-02-05,12136,1.0,55.76,1
2025-02-05,15030,1.0,65.6,1
2025-02-05,17222,1.0,67.79,1
2025-02-05,17322,1.0,69.42,1
2025-02-05,17400,1.0,67.04,1
2025-02-05,17507,1.0,40.09,1
2025-02-05,17700,1.0,72.88,1
2025-02-05,4620,1.0,15.04,1
2025-02-05,7715,1.0,46.47,1
2025-02-05,8123,1.0,23.78,1
2025-02-05,8212,1.0,18.31,1
2025-02-05,8215,1.0,18.31,1
2025-02-06,10755,1.0,43.73,1
2025-02-06,10757,1.0,43.73,1
2025-02-06,12130,2.0,123.9,1
2025-02-06,12136,1.0,61.96,1
2025-02-06,17114,1.0,56.36,1
2025-02-06,17507,1.0,40.09,1
2025-02-06,17508,1.0,52.84,1
2025-02-06,20002,3.0,115.71,1
2025-02-06,2621,2.0,83.82,2
2025-02-06,2721,1.0,33.04,1
2025-02-06,44022,1.0,66.33,1
2025-02-06,4502,2.0,92.93,1
2025-02-06,45225,1.0,41.79,1
2025-02-06,4620,3.0,50.11,1
2025-02-07,12130,1.0,61.96,1
2025-02-07,17508,1.0,42.27,1
2025-02-07,8205,2.0,54.05,1
2025-02-09,12136,2.0,123.92,2
2025-02-09,17114,1.0,35.23,1
2025-02-09,17322,1.0,69.42,1
2025-02-09,17400,2.0,83.8,2
2025-02-09,17507,2.0,50.1,2
2025-02-09,18101,2.0,156.7,2
2025-02-09,2621,1.0,26.19,1
2025-02-09,44022,1.0,58.04,1
2025-02-09,8212,2.0,40.7,1
2025-02-09,8217,2.0,40.7,1
2025-02-10,10757,1.0,27.33,1
2025-02-10,12130,2.0,123.92,2
2025-02-10,12134,1.0,61.96,1
2025-02-10,12136,2.0,123.92,2
2025-02-10,12138,1.0,72.0,1
2025-02-10,14218,1.0,56.94,1
2025-02-10,15030,1.0,72.88,1
2025-02-10,17114,1.0,70.46,1
2025-02-10,17222,1.0,67.79,1
2025-02-10,17322,2.0,138.84,2
2025-02-10,17400,1.0,83.8,1
2025-02-10,17507,1.0,50.11,1
2025-02-10,18101,1.0,78.35,1
2025-02-10,44022,2.0,82.9,2
2025-02-10,45225,1.0,52.24,1
2025-02-10,8207,2.0,54.05,1
2025-02-10,8225,1.0,51.45,1
2025-02-11,12100,1.0,19.43,1
2025-02-11,12138,1.0,72.0,1
2025-02-11,17400,1.0,41.9,1
2025-02-11,17507,1.0,25.05,1
2025-02-11,17508,1.0,26.43,1
2025-02-11,18101,1.0,78.35,1
2025-02-11,44071,4.0,76.53,1
2025-02-11,8222,1.0,49.81,1
2025-02-12,17508,1.0,52.84,1
2025-02-12,20002,1.0,38.57,1
2025-02-12,4620,1.0,16.7,1
2025-02-13,10757,1.0,27.33,1
2025-02-13,12130,1.0,61.96,1
2025-02-13,12134,1.0,61.96,1
2025-02-13,12138,1.0,72.0,1
2025-02-13,15030,1.0,72.88,1
2025-02-13,17400,1.0,83.8,1
2025-02-13,8205,1.0,27.03,1
2025-02-17,12100,1.0,19.43,1
2025-02-17,12136,2.0,123.9,1
2025-02-17,15030,1.0,72.88,1
2025-02-17,17222,2.0,135.58,2
2025-02-17,17322,2.0,138.84,2
2025-02-17,17400,5.0,335.2,5
2025-02-17,17501,1.0,53.75,1
2025-02-17,17507,1.0,25.05,1
2025-02-17,18101,1.0,78.35,1
2025-02-17,44022,1.0,58.04,1
2025-02-17,44033,1.0,45.5,1
2025-02-17,44071,4.0,76.53,2
2025-02-17,44072,4.0,122.45,2
2025-02-17,45225,1.0,52.24,1
2025-02-17,4620,2.0,33.41,1
2025-02-17,8203,2.0,54.05,1
2025-02-17,8205,2.0,54.05,1
2025-02-17,8212,1.0,20.34,1
2025-02-17,8213,1.0,20.34,1
2025-02-17,8216,1.0,20.34,1
2025-02-18,12134,1.0,61.96,1
2025-02-18,12138,1.0,64.8,1
2025-02-18,14218,2.0,102.5,1
2025-02-18,15030,1.0,65.6,1
2025-02-18,17322,2.0,131.9,2
2025-02-18,17400,3.0,167.6,3
2025-02-18,17507,1.0,25.05,1
2025-02-18,17508,1.0,47.56,1
2025-02-18,18101,1.0,70.51,1
2025-02-18,2621,1.0,26.19,1
2025-02-18,44022,1.0,58.04,1
2025-02-18,7162,1.0,40.4,1
2025-02-18,8202,2.0,54.05,1
2025-02-18,8203,2.0,54.05,1
2025-02-18,8205,2.0,54.05,1
2025-02-18,8206,3.0,81.08,2
2025-02-18,8207,2.0,54.05,1
2025-02-19,12130,1.0,55.76,1
2025-02-19,12134,1.0,55.76,1
2025-02-19,13014,1.0,29.52,1
2025-02-19,17222,1.0,61.01,1
2025-02-19,17322,1.0,62.48,1
2025-02-19,17400,2.0,167.6,1
2025-02-19,17501,1.0,48.38,1
2025-02-19,17508,1.0,47.56,1
2025-02-19,17700,2.0,138.48,2
2025-02-19,44022,2.0,116.08,2
2025-02-19,4502,1.0,41.81,1
2025-02-19,4620,1.0,15.04,1
2025-02-19,8202,1.0,24.33,1
2025-02-19,8206,1.0,27.03,1
2025-02-19,8212,1.0,18.31,1
2025-02-19,8213,1.0,18.31,1
2025-02-19,8216,2.0,38.65,2
2025-02-19,8217,1.0,18.31,1
2025-02-20,12134,1.0,61.96,1
2025-02-20,12136,1.0,61.96,1
2025-02-20,17322,1.0,69.42,1
2025-02-20,17400,2.0,83.8,2
2025-02-20,8205,4.0,108.12,1
2025-02-20,8206,1.0,27.03,1
2025-02-20,8217,2.0,40.7,1
2025-02-21,17400,1.0,41.9,1
2025-02-24,12121,1.0,29.76,1
2025-02-24,12130,5.0,309.77,2
2025-02-24,12134,3.0,185.86,1
2025-02-24,12136,1.0,61.96,1
2025-02-24,15030,2.0,145.76,2
2025-02-24,17322,4.0,270.74,4
2025-02-24,17501,1.0,53.75,1
2025-02-24,17507,1.0,25.05,1
2025-02-24,17508,1.0,52.84,1
2025-02-24,17706,1.0,80.0,1
2025-02-24,18101,1.0,78.35,1
2025-02-24,18121,1.0,57.7,1
2025-02-24,20002,1.0,38.57,1
2025-02-24,26005,4.0,16.4,1
2025-02-24,26009,4.0,16.4,1
2025-02-24,44022,2.0,116.08,2
2025-02-24,44071,1.0,19.13,1
2025-02-24,45207,4.0,95.39,2
2025-02-24,4703,1.0,50.84,1
2025-02-24,7162,1.0,40.4,1
2025-02-24,7706,1.0,43.12,1
2025-02-24,8143,5.0,138.18,1
2025-02-24,8154,5.0,89.59,1
2025-02-24,8202,1.0,27.03,1
2025-02-24,8205,2.0,54.05,1
2025-02-24,8206,3.0,81.08,2
2025-02-24,8207,2.0,54.05,1
2025-02-24,8212,2.0,40.7,1
2025-02-24,8213,2.0,40.7,1
2025-02-24,8216,2.0,40.7,1
2025-02-24,8222,1.0,44.82,1
2025-02-25,15030,1.0,65.6,1
2025-02-25,17222,2.0,128.8,2
2025-02-25,17400,2.0,159.22,2
2025-02-25,17508,1.0,47.56,1
2025-02-25,4502,1.0,41.81,1
2025-02-25,6153,3.0,114.80000000000001,2
2025-02-25,8203,2.0,54.05,1
2025-02-26,12130,1.0,61.96,1
2025-02-26,17222,1.0,67.79,1
2025-02-26,17501,1.0,53.75,1
2025-02-26,17508,1.0,52.84,1
2025-02-26,20002,3.0,115.71,1
2025-02-26,26121,2.0,9.12,1
2025-02-26,44022,1.0,58.04,1
2025-02-26,44071,1.0,19.13,1
2025-02-26,44072,2.0,61.22,1
2025-02-26,4502,1.0,46.47,1
2025-02-26,45207,2.0,39.79,1
2025-02-26,8206,1.0,27.03,1
2025-02-26,8213,1.0,20.34,1
