codigo_producto,skus_asociados,handle,titulo,variante,archivo_imagen,url_origen,ancho_px,alto_px,codigo_producto_norm
09304,09304,power-porridge-apple-vanilla,Power Porridge | Apple-Vanilla,Bag (840 g),09304.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Power-Porridge_Apple-Vanilla_7041d33c-9495-407a-8c13-be1a49318898.png?v=1779796291,2000,2000,9304
44052,44052,pre-workout-booster-apple-raspberry,Pre-Workout Booster | Apple-Raspberry,Jar (256 g),44052_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Pre-Workout-Booster_Apple-Raspberry_33db4343-a198-40f6-90a4-f5094f9c9038.png?v=1776147670,2000,2000,44052
44052,44052,pre-workout-booster-apple-raspberry,Pre-Workout Booster | Apple-Raspberry,,44052_2.jpg,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/SPONSER_PreWorkoutBooster_Square_Mood_2026dk.jpg?v=1776147670,1080,1080,44052
44053,44053,pre-workout-booster-cola,Pre-Workout Booster | Cola,Jar (256 g),44053_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Pre-Workout-Booster_Cola_1e18fabd-c5b7-472d-bf21-18539f4d41ee.png?v=1776147366,2000,2000,44053
44053,44053,pre-workout-booster-cola,Pre-Workout Booster | Cola,,44053_2.jpg,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/SPONSER_PreWorkoutBooster_Square_Mood_2026dk_b629d9b0-6fbe-47fa-b46b-62279a214280.jpg?v=1776147366,1080,1080,44053
07709,07709,premium-plant-protein-vanilla,Premium Plant Protein | Vanilla,Jar (455 g),07709.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Premium_Plant_Protein_455g_Vanille.png?v=1730990400,2000,2000,7709
07541,07541,premium-whey-hydro-chocolate,Premium Whey Hydro | Chocolate,Jar (850 g),07541.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Premium-Whey-Hydro_Chocolate_2025.png?v=1770626557,2000,2000,7541
07540,07540,premium-whey-hydro-vanilla,Premium Whey Hydro | Vanilla,Jar (850 g),07540.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Premium-Whey-Hydro_Vanilla_2025.png?v=1762759171,2000,2000,7540
26020,26020,pro-bottle-500ml,Pro Bottle 500ml,white/red,26020_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Pro-Bottle_500_front.png?v=1723037679,2000,2000,26020
26020,26020,pro-bottle-500ml,Pro Bottle 500ml,,26020_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Pro-Bottle_500_back.png?v=1723038178,2000,2000,26020
26023,26023,pro-bottle-750ml,Pro Bottle 750ml,white/red,26023_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Pro-Bottle_750_front.png?v=1723038895,2000,2000,26023
26023,26023,pro-bottle-750ml,Pro Bottle 750ml,,26023_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Pro-Bottle_750_back.png?v=1723038904,2000,2000,26023
18155,18155,pro-recovery-chocolate,Pro Recovery | Chocolate,Jar (800 g),18155_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Pro-Recovery_Chocolate_2025.png?v=1764323173,2000,2000,18155
18159,18159,pro-recovery-chocolate,Pro Recovery | Chocolate,Refill bag (2000 g),18159_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Pro-Recovery_2000g_Chocolate.png?v=1785404182,2000,2000,18159
18155,18155;18159,pro-recovery-chocolate,Pro Recovery | Chocolate,,18155_3.jpg,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/SPONSER_ProRecovery_Chocolate_3_Square_Mood_2026dk.jpg?v=1773123097,1080,1080,18155
18157,18157,pro-recovery-mango,Pro Recovery | Mango,Jar (800 g),18157.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Pro-Recovery_Mango_2025.png?v=1765958059,2000,2000,18157
18150,18150,pro-recovery-vanilla,Pro Recovery | Vanilla,Jar (900 g),18150_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Pro-Recovery_Vanilla_2025.png?v=1762423352,2000,2000,18150
18158,18158,pro-recovery-vanilla,Pro Recovery | Vanilla,Refill bag (2000 g),18158_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Pro-Recovery_2000g_Vanilla.png?v=1785231278,2000,2000,18158
44062,44062,protein-50-chocolate,Protein 50 | Chocolate,Bar (50 g),44062_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Protein-50_Chocolate_5cb10b02-2ddc-4b05-a342-647ae30a5beb.png?v=1740045404,2000,2000,44062
44062,44062;44063,protein-50-chocolate,Protein 50 | Chocolate,,44062_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Protein-50_Display_Chocolate02.png?v=1776346881,2000,2000,44062
44067,44067,protein-50-cookie-dough,Protein 50 | Cookie Dough,Bar (50 g),44067_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Protein-50_50g_Cookie-Dough.png?v=1768897207,2000,2000,44067
44068,44068,protein-50-cookie-dough,Protein 50 | Cookie Dough,Display (20 x 50g),44068_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Protein-50_Display_Cookie-Dough_027ce81d-a8f8-4696-a1c0-3d46fee6b54b.png?v=1768897235,2000,2000,44068
45118,45118,protein-low-carb-choco-brownie,Protein Low Carb | Choco Brownie,Bar (50 g),45118_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Protein-Low-Carb_Choco-Brownie_d00b5d16-da02-4b5d-bb1a-e7dfda113fbe.png?v=1739876604,2000,2000,45118
45117,45117,protein-low-carb-choco-brownie,Protein Low Carb | Choco Brownie,Display (25 x 50 g),45117_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Protein-Low-Carb_Display_Choco-Brownie_2.png?v=1772008131,2000,2000,45117
18121,18121,recovery-drink-strawberry-banana,Recovery Drink | Strawberry-Banana,Jar (1200 g),18121_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Recovery-Drink_Strawberry-Banana_dbbb2233-ddf1-4015-b39d-aff61cb1cb80.png?v=1768911568,2000,2000,18121
18111,18111,recovery-drink-strawberry-banana,Recovery Drink | Strawberry-Banana,Sachet (60 g),18111_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Recovery-Drink_Sachet_c619173e-3e41-4398-8ab6-a9ff16191c23.png?v=1768911568,2000,2000,18111
18101,18101,recovery-drink-strawberry-banana,Recovery Drink | Strawberry-Banana,Display (20 x 60 g),18101_3.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Recovery-Drink_Display_Strawberry-Banana.png?v=1768911568,2000,2000,18101
03525,03525,recovery-shake-banana,Recovery Shake | Banana,Jar (900 g),03525.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Recovery-Shake_Banana_234aea5c-ad88-4e27-b775-64f2bfcc90d6.png?v=1777991802,2000,2000,3525
03526,03526,recovery-shake-chocolate,Recovery Shake | Chocolate,Jar (900 g),03526.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Recovery-Shake_Chocolate_3e6eca3f-c8ab-4957-a872-b08f63c26e4c.png?v=1769696675,2000,2000,3526
03527,03527,recovery-shake-vanilla,Recovery Shake | Vanilla,Jar (900 g),03527.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Recovery-Shake_Vanilla_1e69ad0d-4d90-4603-aeb7-e2a57887d1d9.png?v=1769697709,2000,2000,3527
44071,44071,red-beet-vinitrox,Red Beet Vinitrox,Box (4 x 60 ml),44071_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Red-Beet-Vinitrox_4x60ml_Ready-to-drink.png?v=1781851963,2000,2000,44071
44071,44071,red-beet-vinitrox,Red Beet Vinitrox,,44071_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Red-Beet-Vinitrox_60ml_Ready-to-drink.png?v=1781851968,2000,2000,44071
45005,45005,relax-recover-orange-peach,Relax & Recover | Orange-Peach,Jar (120 g),45005.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Relax-Recover_Orange-Peach_2025_f567a2a6-b1e9-40c0-8ab8-0e8c59769165.png?v=1758715277,2000,2000,45005
04616,04616,salt-caps,Salt Caps,Jar (120 pce.),04616.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Salt-Caps_2025.png?v=1759405862,2000,2000,4616
07716,07716,senior-protein-chocolate,Senior Protein | Chocolate,,07716.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Senior-Protein_Chocolate_2025.png?v=1758527317,2000,2000,7716
07715,07715,senior-protein-orange-yoghurt,Senior Protein | Orange-Yoghurt,Jar (455 g),07715.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Senior-Protein_Orange-Yoghurt_2025.png?v=1759830476,2000,2000,7715
26107,26107,single-cap,Single cap,Standard bottles,26107_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/products/bidon_aufsatz_2k_1_1a64600d-7d52-46f1-912f-f34c008187e5.png?v=1694778403,1000,1000,26107
26308,26308,single-cap,Single cap,Children bottles,26308_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/products/kindernuggi_1_ceb7052a-1b2f-40be-b694-d58b84b840d2.png?v=1694778403,1000,1000,26308
21006,21006,smartshake-original-shaker,Smartshake™ Original Shaker,,21006.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/products/shaker_2017_2k_1_8516e7f3-f4e2-444d-bcd2-ccbaacfbcb4e.png?v=1678724068,1000,1000,21006
45010,45010,sport-biotics,Sport Biotics,,45010_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Sport_Biotics_a0e598c6-4c35-4f20-bc27-a0cc28ae4452.png?v=1749543565,2000,2000,45010
45010,45010,sport-biotics,Sport Biotics,,45010_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Label_Sport-Biotics_Info.png?v=1750931806,1500,1281,45010
19002,19002,sport-tea-peach,Sport Tea | Peach,Bottle (1 l),19002.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Sport-Tea_IceTea-Peach_2ffeb2a1-3a1f-4dfd-aae1-08fb74ba1092.png?v=1751455576,2000,2000,19002
25004,25004,sun-cap,Sun Cap,,25004.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/products/sun_cap_1_3718f6cd-eb1f-4964-b4e9-9d658006226b.png?v=1678724071,1000,1000,25004
23504,23504,thermo-barrel-10-liter,Thermo-barrel 10 liter,,23504.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Fass_Thermo_10l.png?v=1720518324,2000,2000,23504
25040,25040,towel,Towel,,25040.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/products/sporthandtuch_2k_1_0c5cb92a-9613-4468-8954-1660b3d8d017.png?v=1678724066,1200,1200,25040
08219,08219,ultra-competition-neutral,Ultra Competition® | Neutral,Beutel (800 g),08219.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Ultra-Competition_800g_Neutral.png?v=1772716744,2000,2000,8219
10722,10722,vegan-protein-brownie,Protein Brownie | Chocolate,Bar (50 g),10722_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Protein-Brownie_50g_Chocolate.png?v=1783072389,2000,2000,10722
10723,10723,vegan-protein-brownie,Protein Brownie | Chocolate,Display (12 x 50 g),10723_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Protein-Brownie_12x50g_Chocolate.png?v=1783072389,2000,2000,10723
07707,07707,vegan-protein-chocolate,Vegan Protein | Chocolate,,07707_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Vegan-Protein_480g_Chocolate.png?v=1764082505,2000,2000,7707
07707,07707,vegan-protein-chocolate,Vegan Protein | Chocolate,,07707_2.jpg,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/SPONSER_VeganProtein_Chocolate_Square_Mood_2026dk_4cb3a02c-f802-4c68-9516-3cf18ebaa322.jpg?v=1773123048,1080,1080,7707
07706,07706,vegan-protein-neutral,Vegan Protein | Neutral,Bag (480 g),07706.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Vegan-Protein_Neutral_300b435d-62e3-43e4-bcef-7fb90badff39.png?v=1761898298,2000,2000,7706
21010,21010,wave-shaker,Wave Shaker,,21010.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/products/wave-shaker_1_56abb48b-8ecc-4df3-b27d-ffb6865fa888.png?v=1678724052,1000,1000,21010
07013,07013,whey-isolate-94-banana,Whey Isolate 94 | Banana,Jar (425 g),07013_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_425g_Banana.png?v=1765957982,2000,2000,7013
07151,07151,whey-isolate-94-banana,Whey Isolate 94 | Banana,Refill bag (1500 g),07151_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_1500g_Banana.png?v=1765973826,2000,2000,7151
07014,07014,whey-isolate-94-caffe-latte,Whey Isolate 94 | Caffe Latte,Jar (425 g),07014_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_425g_Caffe-Latte_67fa3f38-cc88-452a-ad71-a1fd196f6c5c.png?v=1765804103,2000,2000,7014
07156,07156,whey-isolate-94-caffe-latte,Whey Isolate 94 | Caffe Latte,Refill bag (1500 g),07156_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_1500g_Caffe-Latte.png?v=1770281299,2000,2000,7156
07003,07003,whey-isolate-94-chocolate,Whey Isolate 94 | Chocolate,Jar (425 g),07003_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_425g_Chocolate_ce80fdeb-6c23-46b8-b89a-01ae8e2031bc.png?v=1763451421,2000,2000,7003
07003,07003;07111;07154;07212,whey-isolate-94-chocolate,Whey Isolate 94 | Chocolate,,07003_2.jpg,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/SPONSER_Whey94_Chocolate_2_Square_Mood_2026dk.jpg?v=1773122973,1080,1080,7003
07111,07111,whey-isolate-94-chocolate,Whey Isolate 94 | Chocolate,Jar (850 g),07111_3.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_850g_Chocolate_2025.png?v=1773122973,2000,2000,7111
07154,07154,whey-isolate-94-chocolate,Whey Isolate 94 | Chocolate,Refill bag (1500 g),07154_4.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_1500g_Chocolate.png?v=1773122973,2000,2000,7154
07011,07011,whey-isolate-94-cookies-cream,Whey Isolate 94 | Cookies & Cream,Jar (425 g),07011_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_425g_Cookies-Cream.png?v=1771923235,2000,2000,7011
07159,07159,whey-isolate-94-cookies-cream,Whey Isolate 94 | Cookies & Cream,Beutel (1500 g),07159_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_1500g_Cookies-Cream.png?v=1771923235,2000,2000,7159
07105,07105,whey-isolate-94-neutral,Whey Isolate  94 | Neutral,Jar (850 g),07105_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_850g_Pure_2025.png?v=1759912252,2000,2000,7105
07150,07150,whey-isolate-94-neutral,Whey Isolate  94 | Neutral,Refill bag (1500 g),07150_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_1500g_Neutral.png?v=1784886970,2000,2000,7150
07001,07001,whey-isolate-94-strawberry,Whey Isolate 94 | Strawberry,Jar (425 g),07001_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_425g_Strawberry_c60f5706-2628-4f93-a87f-b9fc0ed653b6.png?v=1776751639,2000,2000,7001
07152,07152,whey-isolate-94-strawberry,Whey Isolate 94 | Strawberry,Refill bag (1500 g),07152_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_1500g_Strawberry.png?v=1776751639,2000,2000,7152
07002,07002,whey-isolate-94-vanille,Whey Isolate 94 | Vanilla,Jar (425 g),07002_1.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_425g_Vanilla_704117fb-bfb8-4b10-993b-3bc15d78665a.png?v=1763622326,2000,2000,7002
07110,07110,whey-isolate-94-vanille,Whey Isolate 94 | Vanilla,Jar (850 g),07110_2.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_850g_Vanilla_96dd4521-e8c9-493d-bb66-5fa40311408c.png?v=1763622386,2000,2000,7110
07153,07153,whey-isolate-94-vanille,Whey Isolate 94 | Vanilla,Refill bag (1500 g),07153_3.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Isolate-94_1500g_Vanilla.png?v=1770641564,2000,2000,7153
43101,43101,whey-protein-triple-source-swiss-chocolate,Whey Protein Triple Source | Swiss Chocolate,Bag (500 g),43101.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Protein-Triple-Source_Chocolate_b7c97f49-a45b-4733-aa98-fb27049e1c76.png?v=1784886912,2000,2000,43101
43100,43100,whey-protein-triple-source-vanilla-dream,Whey Protein Triple Source  | Vanilla Dream,Bag (500 g),43100.png,https://cdn.shopify.com/s/files/1/0674/2360/0921/files/Whey-Protein-Triple-Source_Vanilla_2a736bbf-e862-4493-bda8-065218e0511e.png?v=1784886871,2000,2000,43100
